Empresa,Producto,Presentacion,Principio_activo,1,2,3,4,5,6,7,8,9,10,11,12
"GlaxoSmithKline Mexico, S.A. de C.V.",SELZENTRY,Caja con 60 tabletas de 300 mg,Maraviroc,,,,,12612.11,12612.11,12612.11,12612.11,,14059.72,14481.5125,15573.455
"GlaxoSmithKline Mexico, S.A. de C.V.",SERETIDE DISKUS,Caja con dispositivo Inh. 60 Ds. 50 mcg/500mcg.,Salmeterol/Fluticasona propionato de,1000,1000,1000,905.9933333,816.0225,851.6,908.98,908.98,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",SERETIDE DISKUS,Caja con dispositivo Inh. 60 Ds. 50 mcg/100mcg.,Salmeterol/Fluticasona propionato de,552.25,577,615.9475,695.77,692.7225,722.9583333,771.68,771.68,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",SERETIDE DISKUS,Caja con dispositivo Inh. 60 Ds. 50 mcg/250mcg.,Salmeterol/Fluticasona propionato de,600.0833333,601,641.5675,725.9766667,723.355,754.925,805.87,805.87,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",SERETIDE EVOHALER CD,Caja con/disc. Inh. 120 Ds. 25 mcg/125mcg.  CD,Salmeterol/Fluticasona propionato de,,,683.5,759.1333333,757.1125,778.6333333,814.94,814.94,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",SERETIDE EVOHALER CD,Caja con/disc. Inh. 120 Ds. 25 mcg/250mcg.  CD,Salmeterol/Fluticasona propionato de,,,772.5,858.0266667,855.7725,880.1,921.13,921.13,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",SERETIDE EVOHALER CD,Caja con/disc. Inh. 120 Ds. 25 mcg/50mcg.    CD,Salmeterol/Fluticasona propionato de,,,603.35,610.9966667,627.105,639.4,658.58,658.58,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",SEREVENT,"Caja con frasco y disp. Inh. 120 D¢sis. 25 mcg, suspensi¢n aerosol",Salmeterol/Fluticasona propionato de,,,,867.13,545.785,334.9575,295.37,297.46,,,,
"GlaxoSmithKline Mexico, S.A. de C.V.",TELZER,Caja con 60 tabletas de 700 mg.,Fosamprenavir,,,,,,,,,,,,6898.26
"GlaxoSmithKline Mexico, S.A. de C.V.",TIVICAY,Caja con frasco con 30 tabletas 50 mg,Doluteglavir,,,,,,,,,,,6540,6540
"GlaxoSmithKline Mexico, S.A. de C.V.",TRIZIVIR,Caja con frasco con 60 tabletas,Abacavir/Lamividina/Zidovudina,8000,8000,8000,8020,7482.5,7300,7519,7850.42,8145.206667,8250.99,,
"GlaxoSmithKline Mexico, S.A. de C.V.",TYKERB,Caja con 70 tabletas de 250 mg,Lapatinib,,,,,15462.93,15926.84333,16158.8,16158.8,16158.8,16158.8,16158.8,16158.8
"GlaxoSmithKline Mexico, S.A. de C.V.",VOLEBRIS,Caja con 30 tabletas 5 mg,Ambrisentan,,,,,,,,,,,41588,41588
"GlaxoSmithKline Mexico, S.A. de C.V.",VOLEBRIS,Caja con 30 tabletas 10 mg,Ambrisentan,,,,,,,,,,,41588,41588
"GlaxoSmithKline Mexico, S.A. de C.V.",VOTRIENT,Caja con 30 tabletas de 200 mg,Pazopanib,,,,,,,,8937.93,8937.93,8937.93,8937.93,8937.93
"GlaxoSmithKline Mexico, S.A. de C.V.",VOTRIENT,Caja con 60 tabletas de 400 mg,Pazopanib,,,,,,,,35751.72,35751.72,35751.72,35751.72,35751.72
"Grimann, S.A DE C.V.",XILIARX,Caja con 28 comprimidos con 50 mg,Vildagliptina,,,,,,,,,,,506,506
"Grimann, S.A DE C.V.",XILIARX,Caja con 56 comprimidos con 50 mg,Vildagliptina,,,,,,,,,,,991,991
"Grimann, S.A DE C.V.",XILIARX DUO,Caja con comprimidos de 50 / 500 mg c/30,Vildagliptina / Metformina,,,,,,,,,,,598,598
"Grimann, S.A DE C.V.",XILIARX DUO,Caja con comprimidos de 50 / 500 mg c/60,Vildagliptina / Metformina,,,,,,,,,,,1182,1182
"Grimann, S.A DE C.V.",XILIARX DUO,Caja con comprimidos de 50 / 850 mg c/60,Vildagliptina / Metformina,,,,,,,,,,,1182,1182
"Grimann, S.A DE C.V.",XILIARX DUO,Caja con comprimidos de 50 / 1000 mg c/30,Vildagliptina / Metformina,,,,,,,,,,,598,598
"Grimann, S.A. de C.V.",FLIXOVENT,Caja con disco inhalador con 120 d¢sis de 25 mcg/50 mcg. ,"Salmeterol, Xinafoato de ",,,,614.8,629.15,639.4,658.58,658.58,,,,
"Grimann, S.A. de C.V.",FLIXOVENT,Caja con disco inhalador con 120 d¢sis de 25 mcg/125mcg. ,"Salmeterol, Xinafoato de ",,,,724.5,741.4166667,784.9166667,814.94,814.94,,,,
"Grimann, S.A. de C.V.",FLIXOVENT,Caja con disco inhalador con 120 d¢sis de 25 mcg/250mcg. ,"Salmeterol, Xinafoato de ",,,,818.9,838.0333333,887.2,921.13,921.13,,,,
"Grimann, S.A. de C.V.",FLIXOVENT,Caja con disco inhalador con 60 d¢sis de 50 mcg/100mcg. ,"Salmeterol, Xinafoato de ",,,,,689.4,728.7083333,771.68,771.68,,,,
"Grimann, S.A. de C.V.",FLIXOVENT,Caja con disco inhalador con 60 d¢sis de 50 mcg/250mcg. ,"Salmeterol, Xinafoato de ",,,,,719.9,760.925,805.87,805.87,,,,
"Grimann, S.A. de C.V.",FLIXOVENT,Caja con disco inhalador con 60 d¢sis de 50 mcg/500mcg. ,"Salmeterol, Xinafoato de ",,,,,812.1,858.3666667,908.98,908.98,,,,
"GruÅnenthal de Mexico, S.A. de C.V.",PALEXIA,Caja con 30 tabletas de 50 mg.,Tapentadol,,,,,,,,,898,898,898,898
"GruÅnenthal de Mexico, S.A. de C.V.",PALEXIA,Caja con 30 tabletas de 100 mg.,Tapentadol,,,,,,,,,1652,1652,1652,1652
"GruÅnenthal de Mexico, S.A. de C.V.",PALEXIA RETARD,Caja con 30 tabletas de 50 mg.,Tapentadol,,,,,,,,,898,898,898,898
"GruÅnenthal de Mexico, S.A. de C.V.",PALEXIA RETARD,Caja con 30 tabletas de 100 mg.,Tapentadol,,,,,,,,,1652,1652,1652,1652
"Janssen-Cilag, S.A. de C.V.",DARZALEX,Caja con frasco ampula con 100 mg,Daratumumab,,,,,,,,,,,,8004.16
"Janssen-Cilag, S.A. de C.V.",DARZALEX,Caja con frasco ampula con 400 mg,Daratumumab,,,,,,,,,,,,32016.66
"Janssen-Cilag, S.A. de C.V.",DURAPTA,Caja con frasco †mpula con 500 mg. ,Doripenem,,,,,795,850,850,850,,,,
"Janssen-Cilag, S.A. de C.V.",IMBRUVICA,Caja con frasco de 90 tabletas de 140 ml,Ibrutinib,,,,,,,,,,,83858.52,83858.52
"Janssen-Cilag, S.A. de C.V.",IMBRUVICA,Caja con frasco de 120 tabletas de 140 ml,Ibrutinib,,,,,,,,,,,105935.18,111811.2005
"Janssen-Cilag, S.A. de C.V.",INTELENCE,Frasco con 120 tabletas de 100Mg,Etravirina,,,,,11466,11466,11466,11528.54182,11809.98,11809.98,11809.98,11839.505
"Janssen-Cilag, S.A. de C.V.",INVOKANA,Caja con  30 tabletas de 100mg,Canagliflozina,,,,,,,,,,1152.05,1152.05,1215.219167
"Janssen-Cilag, S.A. de C.V.",INVOKANA,Caja con  30 tabletas de 300mg,Canagliflozina,,,,,,,,,,1152.05,1152.05,1215.219167
"Janssen-Cilag, S.A. de C.V.",INVOKANA DUO,Caja con 60 tabletas con 150/1000 mg,Canagliflozina / Metformina,,,,,,,,,,,,1152.05
"Janssen-Cilag, S.A. de C.V.",INVOKANA DUO,Caja con 60 tabletas con 150/850 mg,Canagliflozina / Metformina,,,,,,,,,,,,1152.05
"Janssen-Cilag, S.A. de C.V.",OLYSIO,Caja con 7 c†psulas con 150 mg.,Simeprevir,,,,,,,,,,28300,28300,28370.75
"Janssen-Cilag, S.A. de C.V.",RESOTRANS,Caja con 14 tabletas de 1mg,Prucaloprida,,,,,,,,,496,496,466.7925,
"Janssen-Cilag, S.A. de C.V.",RESOTRANS,Caja con 14 tabletas de 2mg,Prucaloprida,,,,,,,,,596,596,560.88,
"Janssen-Cilag, S.A. de C.V.",SIMPONI,Caja con pluma precargada con 0.5ml/50mg,Golimumab,,,,,,,,,,21424.95,21424.95,21478.51167
"Janssen-Cilag, S.A. de C.V.",Simponi,Caja con una pluma mono-dosis precargada con 0.5 ml.,Golimumab,,,,,,,,,,,,
"Janssen-Cilag, S.A. de C.V.",STELARA,Caja con frasco †mpula con 45 mg,Ustekinumab,,,,,,58450,58450,58662.54545,59619,59619,59619,59768.04833
"Janssen-Cilag, S.A. de C.V.",STELARA,Caja con una jeringa prellenada con 45 mg/0.5 ml,Ustekinumab,,,,,,,,,,,59619,59768.04833
"Janssen-Cilag, S.A. de C.V.",VELCADE,Caja con frasco †mpula 3.5 mg.,Bortezomib,15956.25,15956.25,15956.25,16488.20833,19148,19148,19148,19252.44364,19722.44,19722.44,20215.5025,20905.79
"Laboratorios Liomont, S.A. de C.V.",VESICARE,Caja con 10 tabletas de 10 mg.,Solifenacina,,,376,380.6666667,458.75,483.75,500,480,480,480,480,480
"Laboratorios Liomont, S.A. de C.V.",VESICARE ,Caja con 20 tabletas de 5 mg.,Solifenacina,,,376,584,626.1666667,680,743.3333333,730,730,730,730,730
"Laboratorios Liomont, S.A. de C.V.",VESICARE ,Caja con 10 tabletas de 5 mg.,Solifenacina,,,280,284,345.1666667,370.8333333,389.3333333,368,368,368,368,368
"Lemery, S.A. de C.V.",AZILECT,Caja con 30 tabletas de 1 mg.,Mesilato de Rasagilina,,,3001.5,3001.5,3001.5,3001.5,3001.5,3001.5,3001.5,3001.5,3001.5,3001.5
"Lemery, S.A. de C.V.",AZILECT ,Caja con 10 tabletas de 1 mg.,Mesilato de Rasagilina,,,1000.5,1000.5,1000.5,1000.5,1000.5,1000.5,1000.5,1000.5,1000.5,1000.5
"Lundbeck MÇxico, S.A. de C.V.",BRINTELLIX,Caja con 14 tabletas de 10 mg.,Vortioxetina,,,,,,,,,,785,785,785
"Lundbeck MÇxico, S.A. de C.V.",BRINTELLIX,Caja con 28 tabletas de 10 mg.,Vortioxetina,,,,,,,,,,1570,1570,1570
"Lundbeck MÇxico, S.A. de C.V.",LEXAPRO,Caja con 28 tabletas de 10 mg.,Escitalopram,,1035,1047.5,1085,1161,1199,1199,1199,,,,
"Lundbeck MÇxico, S.A. de C.V.",LEXAPRO,Caja con 14 tabletas de 10 mg.,Escitalopram,,522,528.25,547,587,607,607,607,,,,
"Lundbeck MÇxico, S.A. de C.V.",LEXAPRO,Caja con 14 tabletas de 20 mg.,Escitalopram,,,1031,1031,1076.333333,1099,1099,1099,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",AGRASTAT,Soluci¢n inyectable 12.5 mg./50 ml.,Tirofiban,4772.44,4772.44,4772.44,4805.324167,5511.523333,5683.76,5683.76,5683.76,5683.76,5683.76,5683.76,5683.76
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",AGRASTAT,Bolsa de pl†stico con soluci¢n inyectable 12.5 mg./250 ml.,Tirofiban,5127.63,5127.63,5127.63,5177.815,6111.843333,6302.84,6302.84,6302.84,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 7 tabletas de 120 mg.,Etoricoxib,210.77,210.77,210.77,235.8066667,518.0233333,538.235,566.67,566.67,601.18,601.18,601.18,601.18
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 28 comprimidos de 90 mg,Etoricoxib,726.31,726.31,726.31,760.4941667,1151.673333,1162.631667,1199.83,1199.83,1248.18,1248.18,1248.18,1248.18
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 28 comprimidos de 60 mg,Etoricoxib,774.54,774.54,774.54,794.9108333,1032.576667,1042.401667,1075.75,1075.75,1119.1,1119.1,1119.1,1119.1
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 14 tabletas de 90 mg.,Etoricoxib,363.15,363.15,363.15,389.7516667,710.0766667,747.2583333,786.73,786.73,826.54,826.54,828.54,828.54
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 14 tabletas de 60 mg.,Etoricoxib,387.27,387.27,387.27,408.8191667,676.5133333,714.1366667,751.86,751.86,789.9,789.9,789.9,789.9
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 14 tabletas de 30 mg.,Etoricoxib,,,,516.68,548.3066667,565.765,583.86,583.86,613.4,613.4,813.4,813.4
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 7 tabletas de 60 mg.,Etoricoxib,193.63,193.63,193.63,205.9266667,364.5033333,406.8041667,441.49,441.49,468.38,468.38,468.38,468.38
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ARCOXIA,Caja con 7 tabletas de 90 mg.,Etoricoxib,181.58,181.58,181.58,197.8283333,402.2933333,448.9833333,487.26,487.26,516.94,516.94,516.94,516.94
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",CANCIDAS,Caja con frasco †·mpula con polvo con 50 mg. Sol. Iny.,Caspofungina,7691.84,7691.84,7691.84,6224.665,4995.37,5053.645,5095.27,5095.27,5095.27,5095.27,5301.12,5435.8575
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",CANCIDAS,Caja con frasco †·mpula con polvo con 70 mg. Sol. Iny.,Caspofungina,9983.78,9983.78,9983.78,9668.465,6406.833333,6586.205833,6640.46,6640.46,6640.46,6640.46,6908.74,7084.335833
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",COSOPT,Caja con frasco gotero con 5 ml. Soluci¢n,Dorzolamida/Timolol,,,,511.81,537.4033333,558.7216667,586.46,586.46,652.38,652.38,652.38,652.38
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",CRIXIVAN,Caja con frasco con 180 c†psulas de 400 mg.,Indinavir,8054.45,8054.45,8054.45,7822.366667,5269.45,5269.45,5269.45,5269.45,5269.45,5269.45,5269.45,5269.45
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",EMEND,Caja con 1 c†psula de 125 mg. Y 2 c†psulas de 80 mg.,Aprepitant,4874.45,4874.45,4874.45,4580.375833,1390.48,1429.425,1441.2,1441.2,1528.39,1528.39,1528.39,1528.39
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",EZETROL,Caja con 10 tabletas de 10 mg.,Ezetimiba,427.98,427.98,427.98,420.3625,371.35,403.4808333,414.01,414.01,414.01,414.01,422.29,422.29
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",EZETROL,Caja con 20 tabletas de 10 mg.,Ezetimiba,855.96,855.96,855.96,839.8483333,731.0933333,794.3508333,815.08,815.08,815.08,815.08,831.38,831.38
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",FOSAMAX,Caja con 30 tabletas de 10 mg. En envase de burbuja,Alendrontato s¢dico,1181.17,1181.17,1181.17,1177.735,1139.95,1173.194167,1196.94,1196.94,1269.84,1269.84,1269.84,1269.84
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",FOSAMAX,Caja con 4 tabletas de 70 mg. En envase de burbuja e instructivo,Alendrontato s¢dico,1051.46,1051.46,1051.46,1057.175833,1164.85,1221.876667,1246.61,1246.61,1322.53,1322.53,1322.53,1322.53
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",FOSAMAX PLUS,Caja con 4 tabletas de 70 mg. ,Alendrontato s¢dico/Granulos de Vitamina D3,848.15,848.15,848.15,868.1666667,1124.623333,1180.091667,1247.9,1247.9,1323.9,1323.9,1323.9,1323.9
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",FOSAMAX PLUS,Caja con 4 tabletas de 70 mg/5600 UI. ,Alendrontato s¢dico/Granulos de Vitamina D3,,,,,,,,,1323.9,1323.9,1323.9,1323.9
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",HYZAAR,Caja con 30 grageas de 100/25 mg.,Losartan/Hidroclorotiazida,,,,1175.01,1175.01,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",HYZAAR,Caja con 15 grageas de 100/12.5 mg.,Losartan/Hidroclorotiazida,,,,638.87,638.87,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",HYZAAR,Caja con 30 grageas de 100/12.5 mg.,Losartan/Hidroclorotiazida,,,,1175.01,1175.01,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",HYZAAR,Caja con 15 grageas de 100/25 mg.,Losartan/Hidroclorotiazida,501.56,501.56,501.56,513.0025,638.87,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",HYZAAR,Caja con 15 grageas de 50/12.5 mg.,Losartan/Hidroclorotiazida,366.04,366.04,366.04,371.125,427.06,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",HYZAAR,Caja con 30 grageas de 50/12.5 mg.,Losartan/Hidroclorotiazida,732.09,732.09,732.09,737.5658333,797.8,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",INVANZ ,Caja con frasco †mpula con polvo con 1 gr. Soluci¢n inyectable,Ertapenem,823.77,823.77,823.77,835.3941667,995.3666667,1023.220833,1031.65,1031.65,1138.05,1138.05,1160.81,1238.646667
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",INVANZ IM,Caja con frasco †mpula con polvo liofilizado de 1 gr. Y ampolleta con diluyente de lidocaina al 1% e instructivo,Ertapenem,823.77,823.77,823.77,849.8766667,1174.95,1207.83,1217.78,1217.78,1304.24,1304.24,1304.24,1304.24
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",ISENTRESS,Caja con 60 tabletas de 400 mg. Mex. Pink,Raltegravir,,,,9667.22,10150.58,10392.26,10392.26,10392.26,10392.26,10392.26,10918.11,11737.20583
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUMET,Caja con 28 tabletas de 50/500 mg,Sitagliptina/Metformina,,,,498.78,513.74,536.4216667,547.28,547.28,574.65,574.65,586.14,600.6
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUMET,Caja con 28 tabletas de 50/850 mg,Sitagliptina/Metformina,,,,498.78,513.74,536.4216667,547.28,547.28,574.65,574.65,574.65,591.4125
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUMET,Caja con 56 tabletas de 50/500 mg,Sitagliptina/Metformina,,,,917.29,947.8633333,991.2433333,1011.31,1011.31,1137.48,1137.48,1160.23,1188.85
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUMET,Caja con 56 tabletas de 50/850 mg,Sitagliptina/Metformina,,,,917.29,947.8633333,991.2433333,1011.31,1011.31,1137.48,1137.48,1137.48,1170.655
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUMET,Caja con 56 tabletas de 50/1000 mg,Sitagliptina/Metformina,,,,917.29,947.8633333,991.2433333,1011.31,1011.31,1137.48,1137.48,1160.23,1194.866667
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUVIA,Caja con 28 tabletas de 100 mg,Sitagliptina,,,,854.72,854.72,879.6516667,897.46,897.46,1009.43,1009.43,1070.81,1129.610833
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUVIA,Caja con 14 tabletas de 100 mg,Sitagliptina,,,,462.94,462.94,481.8458333,495.35,495.35,567.97,567.97,586.14,605.6666667
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUVIA,Caja con 28 tabletas de 50 mg,Sitagliptina,,,,854.72,854.72,879.6516667,897.46,897.46,1009.43,1009.43,1070.81,1129.610833
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",JANUVIA,Caja con 28 tabletas de 25 mg,Sitagliptina,,,,854.72,854.72,879.6516667,897.46,897.46,1009.43,1009.43,1070.81,1129.610833
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",MAXALT ,Caja con 2 tabletas de 10 mg.,Rizaptriptan,571.13,571.13,571.13,553.9208333,402.2933333,427.3,444.59,444.59,457.93,457.93,457.93,457.93
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",MAXALT ,Caja con 2 tabletas de 5 mg.,Rizaptriptan,555.07,555.07,555.07,555.07,,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",MAXALT RAPIDISC,Caja con 2 obleas de 10 mg.,Rizaptriptan,3527.67,3527.67,3527.67,3262.914167,386.8266667,410.8691667,427.49,427.49,440.32,440.32,440.32,440.32
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 30 tabletas masticables de 4 mg.,Montelukast,1489.78,1489.78,1489.78,1463.438333,1173.68,1187.370833,1197.15,1197.15,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 10 tabletas masticables de 4 mg.,Montelukast,496.59,496.59,496.59,487.8425,391.62,396.1875,399.45,399.45,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 10 sobres de 4 mg. granulado,Montelukast,437.91,437.91,437.91,434.0525,391.62,396.1875,399.45,399.45,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 20 tabletas masticables de 5 mg.,Montelukast,978.06,978.06,978.06,961.7266667,792.4866667,807.0041667,813.65,813.65,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 20 tabletas masticables de 10 mg.,Montelukast,986.1,986.1,986.1,969.0966667,834.1933333,870.2991667,877.47,877.47,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 10 tabletas masticables de 10 mg.,Montelukast,493.05,493.05,493.05,493.05,,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",SINGULAIR,Caja con 10 tabletas masticables de 5 mg.,Montelukast,489.03,489.03,489.03,489.03,,,,,,,,
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",STROCRIN,Caja con 30 tabletas de 600 mg.,Efavirenz,3501.17,3501.17,3501.17,3633.768333,5092.35,5092.35,5092.35,5092.35,5092.35,5092.35,5092.35,5092.35
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",STROCRIN,Caja con 90 c†psulas de 200 mg.,Efavirenz,4894.73,4894.73,4894.73,4928.1725,5296.04,5296.04,5296.04,5296.04,5296.04,5296.04,5296.04,5296.04
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",VYTORIN,Caja con 28 comprimidos de 10/20 mg,Ezetimiba/Simvastatina,647.49,647.49,647.49,663.2983333,837.19,876.2583333,914.21,914.21,1131.09,1131.09,1176.33,1176.33
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",VYTORIN,Caja con 14 comprimidos de 10/80 mg,Ezetimiba/Simvastatina,640.72,640.72,640.72,671.1208333,1039.05,1055.81,1055.81,1055.81,1055.81,1055.81,1055.81,1055.81
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",VYTORIN,Caja con 14 comprimidos de 10/20 mg,Ezetimiba/Simvastatina,619.05,619.05,619.05,606.2,481.5833333,521.3683333,543.81,543.81,593.84,593.84,617.59,617.59
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",VYTORIN,Caja con 14 comprimidos de 10/40 mg,Ezetimiba/Simvastatina,639.09,639.09,639.09,646.645,805.35,843.15,843.15,843.15,885.31,885.31,885.31,885.31
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",VYTORIN,Caja con 28 comprimidos de 10/10 mg,Ezetimiba/Simvastatina,647.49,647.49,647.49,654.345,818.5366667,903.2008333,942.32,942.32,1048.46,1048.46,1123.68,1123.68
"Merck Sharp & Dohme de Mexico, S.A. de C.V.",VYTORIN,Caja con 14 comprimidos de 10/10 mg,Ezetimiba/Simvastatina,578.89,578.89,578.89,563.4616667,441.6566667,482.3866667,494.37,494.37,539.85,539.85,561.44,561.44
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 14 grageas de 320 mg./12.5 mg.,Valsartan/Hidroclorotiazida,,,,670,709.0833333,737,737,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 14 grageas de 320 mg./25 mg.,Valsartan/Hidroclorotiazida,,,,760,804.3333333,836,836,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 30 grageas de 320 mg./25 mg.,Valsartan/Hidroclorotiazida,,,,1628,1723.083333,1791,1791,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 30 grageas de 320 mg./12.5 mg.,Valsartan/Hidroclorotiazida,,,,1435,1519,1579,1579,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 30 grageas de 80 mg./12.5 mg.,Valsartan/Hidroclorotiazida,,,,747.9090909,809.25,842,842,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 14 grageas de 80 mg./12.5 mg.,Valsartan/Hidroclorotiazida,320,320,320,346.4166667,377.6666667,393,393,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 14 grageas de 160 mg./25 mg.,Valsartan/Hidroclorotiazida,436,436,436,443.5833333,489.5833333,510,510,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 30 grageas de 160 mg./25 mg.,Valsartan/Hidroclorotiazida,,,,943.4545455,1049.083333,1093,1093,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 14 grageas de 160 mg./12.5 mg.,Valsartan/Hidroclorotiazida,418.9166667,420,420,420,461.25,481,481,,,,,
"Novartis Farmaceutica, S.A. de C.V.",CO-DIOVAN,Caja con frasco con 30 grageas de 160 mg./12.5 mg.,Valsartan/Hidroclorotiazida,,,,889.0909091,988.75,1031,1031,,,,,
"Novartis Farmaceutica, S.A. de C.V.",DIOVAN,Caja con 28 grageas de 40 mg.,Valsartan,401.8333333,403,403,403,403,403,403,,,,,
"Novartis Farmaceutica, S.A. de C.V.",DIOVAN,Caja con  14 grageas de 320 mg.,Valsartan,488,488,488,580.6666667,635,660,660,,,,,
"Novartis Farmaceutica, S.A. de C.V.",DIOVAN,Caja con 30 grageas de 80 mg.,Valsartan,,,645,748.4166667,825.5,858,858,,,,,
"Novartis Farmaceutica, S.A. de C.V.",DIOVAN,Caja con 14 grageas de 80 mg.,Valsartan,340.1666667,342,342,355.4166667,386.5833333,402,402,,,,,
"Novartis Farmaceutica, S.A. de C.V.",DIOVAN,Caja con 30 grageas de 160 mg.,Valsartan,,,,924.9090909,1070.25,1119,1119,,,,,
"Novartis Farmaceutica, S.A. de C.V.",DIOVAN,Caja con 14 grageas de 160 mg.,Valsartan,407,407,407,429.9166667,500.0833333,523,523,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 14 comprimidos de 160mg/5mg.,Valsartan/Amlodipine,,,,,513.25,518,518,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 28 comprimidos de 160mg/5mg.,Valsartan/Amlodipine,,,,,1025.375,1035,1035,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 14 comprimidos de 160mg/10mg.,Valsartan/Amlodipine,,,,,493,493,493,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 28 comprimidos de 160mg/10mg.,Valsartan/Amlodipine,,,,,987,987,987,,,,,
"Novartis Farmaceutica, S.A. de C.V.",EXFORGE (N),Caja con 14 comprimidos de 320mg/5mg.,Valsartan/Amlodipine,,,,,660,660,660,,,,,
